task_id,model,policy,reward,map_name,map_family,map_size,seed,success,steps,total_return,oracle_steps,path_efficiency,collisions,invalid_actions,pickup_step,cycle_events,interaction_cycle_events,state_revisit_rate,mean_inference_ms
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_02_10x10.txt,partition,10x10,101,1,20,10.35,20,1.0,0,0,8,3,0,0.0,0.3164953500345291
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_02_10x10.txt,partition,10x10,211,1,16,10.15,16,1.0,0,0,5,1,0,0.0,0.31834418757625826
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_02_10x10.txt,partition,10x10,307,1,50,10.679999999999998,24,0.48,0,0,37,4,0,0.26,0.7680412400259229
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_02_10x10.txt,partition,10x10,401,1,18,10.25,18,1.0,0,0,9,4,0,0.0,0.30754994451045703
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_02_10x10.txt,partition,10x10,503,1,16,10.15,16,1.0,0,0,7,3,0,0.0,0.3003674999035866
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_02_10x10.txt,partition,10x10,601,1,16,10.15,16,1.0,0,0,7,1,0,0.0,0.3044182500957504
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_02_10x10.txt,partition,10x10,701,1,16,10.15,16,1.0,0,0,4,1,0,0.0,0.30093193737457113
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_02_10x10.txt,partition,10x10,809,1,16,10.15,16,1.0,0,0,8,4,0,0.0,0.3040125624806933
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_02_10x10.txt,partition,10x10,907,1,16,10.149999999999999,16,1.0,0,0,9,2,0,0.0,0.30297174998850096
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_02_10x10.txt,partition,10x10,1009,1,20,10.17,16,0.8,0,0,16,1,0,0.05,0.3146441501485242
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_08_15x15.txt,partition,15x15,101,1,36,10.879999999999995,30,0.8333333333333334,0,0,11,5,0,0.1111111111111111,1.073449027823396
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_08_15x15.txt,partition,15x15,211,1,26,10.649999999999999,26,1.0,0,0,8,3,0,0.0,0.32024065386884526
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_08_15x15.txt,partition,15x15,307,0,180,1.0800000000000005,44,0.0,0,0,,25,0,0.9111111111111111,0.4528913277529985
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_08_15x15.txt,partition,15x15,401,1,40,10.899999999999999,30,0.75,0,0,26,4,0,0.15,0.42683522490278847
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_08_15x15.txt,partition,15x15,503,1,34,10.779999999999998,28,0.8235294117647058,0,0,12,4,0,0.08823529411764706,0.32352294123056174
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_08_15x15.txt,partition,15x15,601,1,28,10.659999999999998,26,0.9285714285714286,0,0,12,5,0,0.03571428571428571,0.31483182130744225
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_08_15x15.txt,partition,15x15,701,1,26,10.649999999999999,26,1.0,0,0,6,4,0,0.0,1.186635423052324
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_08_15x15.txt,partition,15x15,809,1,32,10.769999999999996,28,0.875,0,0,12,4,0,0.09375,0.3596035000725806
TFP-LocalTransport-v1,004_simple_cnn_tabux,001_ppo_categorical,001_dense_transport,test_partition_08_15x15.txt,partition,15x15,907,1,30,10.669999999999998,26,0.8666666666666667,0,0,20,3,0,0.03333333333333333,0.3134509333297804
